Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Status,Spectype,Spectype_ref,Class,Compact,Compact_ref,Bursts,Bursts_ref,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,K2,K2_err,K2_ref,Spin period derivative,Spin period derivative_err,Spin period derivative_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Gaia_Distance,Gaia_Distance_err_lo,Gaia_Distance_err_up,Other_Distance,Other_Distance_err,Other_Distance_ref,Merged_Dist,Globular_cluster,Comments,best_ID,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
[JBN2011] 772,266.02067646833194,-26.533191009877243,1.4308467176225452E-6,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV or qLMXB ?; 2014MNRAS.440..365T;,Gaia DR3 4061040291645327232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J174405.0-263159,266.02104532225064,-26.533162434493068,3.254616043317198E-4,,,,,,,4061040291645327232,266.02067646833194,-26.533191009877243,1.4308467176225452E-6,
IGR J17445-2747,266.1267305006208,-27.766816665415877,1.1653754446241593E-7,,confirmed,K3-5 III,2020MNRAS.492.4344S,,NS,2017AstL...43..656M,yes,2017ATel10256....1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Symb;2020MNRAS.492.4344S;,Gaia DR3 4060626256817246720,,,,,,,,,,,,,,,,IGR J17445-2747,266.117,-27.756,0.03266666730244954,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174430.3-274557,266.12646,-27.76586,3.888888822661506E-4,,,,,,,,,,,,2MASS J17443041-2746004,266.126718,-27.7668,1.6666666294137637E-5,,4060626256817246720,266.1267305006208,-27.766816665415877,1.1653754446241593E-7,
3FHL J1746.2-2852,266.1533980269916,-28.760514114559125,1.621498333083259E-7,,confirmed,G4III,2007MNRAS.380.1511G,,NS,1996Natur.381..291F,,,,,,,,,284.0,0.00312,1996Natur.381..291F,,,,-2.5E-5,4.0E-6,2014ATel.5901....1P,0.0011,-99.0,1996Natur.381..291F,0.467,3.0E-6,2021ATel14695....1N,,,,5430.0,-2753.0,3627.0,,,,5430.0,,,Gaia DR3 4057538892538902656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRO J1744-28,266.156,-28.756,0.026666667064030966,,2SXPS J174437.0-284536,266.15431,-28.76008,9.999999735090467E-4,,4XMM J174436.7-284536,266.153142,-28.760211,2.904086111111111E-4,,2CXO J174436.8-284537,266.1534060236977,-28.76035382755633,2.642070103746059E-4,,2MASS J17443677-2845377,266.15324,-28.760496,3.05555553899871E-5,,4057538892538902656,266.1533980269916,-28.760514114559125,1.621498333083259E-7,
GPS 1742-326,266.15547,-32.539575,8.789583333333334E-5,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMXB candidate;1990PASJ...42L..83Y;,4XMM J174437.3-323222,,,,,,,,,,,,,,,,IGR J17448-3232,266.156,-32.539,0.04433333476384481,,,,,,,,,,,,1RXS  J174440.8-323303,266.17001,-32.55083,0.012777777777777779,,,,,,,,,,,,2SXPS J174437.8-323225,266.15752,-32.54046,4.999999867545234E-4,,4XMM J174437.3-323222,266.15547,-32.539575,8.789583333333334E-5,,2CXO J174437.3-323223,266.15556398577814,-32.539735896068706,2.007915157679524E-4,,,,,,,0,,,,
MXB 1743-29,266.23892139934117,-29.348788681473913,4.3645974301213526E-4,,confirmed,,,,NS,1976IAUC.2922....1L,yes,1976IAUC.2922....1L,,,,,,,,,,,,,,,,,,,0.0017,,1997ApJ...486..355S,,,,,,,,,,,,Type I bursts;1976IAUC.2922....1L;,2CXO J174457.3-292055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174455.5-292039,266.23152,-29.34439,0.001444444391462538,,4XMM J174457.4-292104,266.239169,-29.351228,8.302605555555555E-4,,2CXO J174457.3-292055,266.23892139934117,-29.348788681473913,4.3645974301213526E-4,,,,,,,0,,,,
CXOGC J174457.4-285021,266.2391666666666,-28.83888888888889,1.6666666666666666E-4,,confirmed,,,,NS,2014ApJ...792..109D,,,,,,,,,1.4,,2015MNRAS.447.3034H,,,,,,,,,,5.2521,0.0012,2005MNRAS.357.1211S,,,,,,,6.5,0.2,2014ApJ...792..109D,6500.0,,,2MASS J17453827-2859490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174539.6-285933,266.41511,-28.99261,0.0022777777247958713,,4XMM J174538.0-285950,266.408629,-28.997231,7.763691666666667E-4,,2CXO J174538.3-285954,266.4098581320701,-28.99853785190758,2.0986200760941682E-4,,,,,,,0,,,,
KS 1741-293,266.241113,-29.085724,4.496805555555556E-5,,confirmed,,,,NS,2006ESASP.604..259D,yes,2006ESASP.604..259D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;2006ESASP.604..259D;appears twice in XRBcats also as CXOGC J174535.5-290124 which is the Chandra counterpart;2008ATel.1531....1D;,4XMM J174457.8-290508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1744.9-2905,266.241,-29.0896,0.026334,,,,,,,2SXPS J174457.8-290508,266.24115,-29.08558,9.999999735090467E-4,,4XMM J174457.8-290508,266.241113,-29.085724,4.496805555555556E-5,,2CXO J174457.8-290509,266.2411764859453,-29.08590825322675,2.0406476061426027E-4,,,,,,,0,,,,
IGR J17451-3022,266.24999999999994,-30.366666666666667,2.777777777777778E-4,,confirmed,,,,NS ?,2016A&A...589A..42B,,,,,,0.65,0.15,2016A&A...595A..52Z,6.28,0.00139,2016A&A...589A..42B,,,,,,,,,,,,,,,,,,,,,,,,,IGR J17451-3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
IGR J17454-2919,266.24999999999994,-29.316666666666666,2.777777777777778E-4,,confirmed,K-M III ?,2015ApJ...808...34P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMXB candidate;2015ApJ...808...34P;,IGR J17454-2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
2XMM J174502.1-285450,266.25916666666666,-28.91361111111111,1.6666666666666666E-4,,confirmed,,,,NS,1999A&A...346L..45C,yes,1999A&A...346L..45C,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.5,2021ApJ...918....9P,9000.0,,Type I burst;1999A&A...346L..45C;,2MASS J17453827-2859490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174539.6-285933,266.41511,-28.99261,0.0022777777247958713,,4XMM J174538.0-285950,266.408629,-28.997231,7.763691666666667E-4,,2CXO J174538.3-285954,266.4098581320701,-28.99853785190758,2.0986200760941682E-4,,,,,,,0,,,,
SWIFT J174510.8-262411,266.2952,-26.4035,2.777777777777778E-6,,confirmed,K0-M0V,2020A&A...637A...2C,,BH,2013MNRAS.432.1133M,,,,,,,,,11.3,-99.0,2020A&A...637A...2C,250.0,-1.0,2013MNRAS.432.1133M,,,,,,,,,,,,,,,,3.7,1.1,2020A&A...637A...2C,3700.0,,QPO;2015AstL...41..549P,SWIFT J174510.8-262411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174510.9-262410,266.29576,-26.40299,9.722222222222222E-4,,,,,,,,,,,,,,,,,0,,,,
[SKM2002] 27,266.3985,-29.0261,1.6666666666666665E-7,,confirmed,K3V,1980MNRAS.192..709M,,NS,1996PASJ...48..417M,yes,1996PASJ...48..417M,1.4,,2022MNRAS.514.5375B,0.8,,2022MNRAS.514.5375B,8.35,1.67E-7,2017MNRAS.464..840P,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;1996PASJ...48..417M;,[SKM2002] 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174535.5-290134,266.39823,-29.02634,1.6666667328940496E-4,,4XMM J174535.6-290133,266.398397,-29.025937,2.6611666666666665E-5,,2CXO J174535.6-290133,266.3985138871774,-29.026100307900407,1.9734585782359436E-4,,,,,,,0,,,,
1E 1742.2-2857,266.40954818839214,-28.990285019904302,2.0142762232993946E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J174538.2-285925,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1745.6-2859,266.4067,-28.9861,0.013888888888888888,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174537.2-285903,266.40533,-28.98437,0.0014166666401757135,,4XMM J174538.3-285923,266.409994,-28.989738,4.166083333333333E-4,,2CXO J174538.2-285925,266.40954818839214,-28.990285019904302,2.0142762232993946E-4,,,,,,,0,,,,
SWIFT J174535.5-285921,266.40954818839214,-28.990285019904302,2.0142762232993946E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J174538.2-285925,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1745.6-2859,266.4067,-28.9861,0.013888888888888888,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174537.2-285903,266.40533,-28.98437,0.0014166666401757135,,4XMM J174538.3-285923,266.409994,-28.989738,4.166083333333333E-4,,2CXO J174538.2-285925,266.40954818839214,-28.990285019904302,2.0142762232993946E-4,,,,,,,0,,,,
Ginga 1741.6-2849,266.4098581320701,-28.99853785190758,2.0986200760941682E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J174538.3-285954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174539.6-285933,266.41511,-28.99261,0.0022777777247958713,,4XMM J174538.0-285950,266.408629,-28.997231,7.763691666666667E-4,,2CXO J174538.3-285954,266.4098581320701,-28.99853785190758,2.0986200760941682E-4,,,,,,,0,,,,
1E 1742.7-2902,266.41375,-28.99638888888889,1.6666666666666666E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J174539.3-285947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,,,,,,,,,,,2CXO J174539.3-285947,266.4138750312354,-28.99665461918715,2.011016651807405E-4,,,,,,,0,,,,
SWIFT J174540.7-290015,266.414367249537,-28.992855064386603,1.9831858799401568E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray spectrum fitting;2016MNRAS.461.2688P,2CXO J174539.4-285934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174539.6-285933,266.41511,-28.99261,0.0022777777247958713,,,,,,,2CXO J174539.4-285934,266.414367249537,-28.992855064386603,1.9831858799401568E-4,,,,,,,0,,,,
CXOGC J174540.0-290005,266.4166666666667,-29.00138888888889,1.6666666666666666E-4,,candidate,,,,,,,,,,,,,,0.83,,2015MNRAS.447.3034H,,,,,,,,,,,,,,,,,,,,,,,,Orbital period wrongly reported in 2021MNRAS.507..330S;,CXOGC J174540.0-290005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174540.1-290009,266.41743,-29.00268,9.722222222222222E-4,,,,,,,2CXO J174540.0-290005,266.41695908472025,-29.001584624402422,1.973107648882561E-4,,,,,,,0,,,,
CXOGC J174540.0-290031,266.4166666666667,-29.00861111111111,1.6666666666666666E-4,,confirmed,,,,BH?,2005A&A...443..571P,,,60.0,-99.0,2005A&A...443..571P,1.0,-99.0,2005A&A...443..571P,7.77,0.00139,2005A&A...443..571P,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J17453827-2859490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,2SXPS J174539.6-285933,266.41511,-28.99261,0.0022777777247958713,,4XMM J174538.0-285950,266.408629,-28.997231,7.763691666666667E-4,,2CXO J174538.3-285954,266.4098581320701,-28.99853785190758,2.0986200760941682E-4,,,,,,,0,,,,
2E 1742.5-2858,266.42041666666665,-29.003888888888888,1.6666666666666666E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E 1742.5-2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1745.6-2859,266.4147,-28.997,0.006352,,,,,,,,,,,,,,,,,2CXO J174540.9-290014,266.42075522046025,-29.0039431712349,1.9727936065469471E-4,,,,,,,0,,,,
2MASS J17455993-2854498,266.499746,-28.913839,2.2222221725516848E-5,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J17455993-2854498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J17455993-2854498,266.499746,-28.913839,2.2222221725516848E-5,,0,,,,
[CFS78] GC X-2,266.521282,-29.514928,1.8457222222222224E-4,,confirmed,,,,NS,2010ApJ...712L..58A,,,,,,0.0067,-1.0,2010ApJ...712L..58A,0.955,0.0092,2010ApJ...712L..58A,,,,,,,,,,0.00486,5.0E-10,2010ApJ...712L..58A,,,,,,,,,,,,UCXB; 2010ApJ...712L..58A;,4XMM J174605.1-293053,,,,,,,,,,,3A 1742-294,266.518,-29.5188,0.0,,1A 1742-294,266.523,-29.515,0.004666666686534882,,,,,,,1WGA J1746.1-2930,266.5329,-29.5121,0.013888888888888888,,,,,,,,,,,,1A 1742-294,266.534,-29.52,0.026666667064030966,,2SXPS J174605.2-293053,266.522,-29.51496,1.944444411330753E-4,,4XMM J174605.1-293053,266.521282,-29.514928,1.8457222222222224E-4,,2CXO J174605.2-293053,266.5217098580499,-29.514875967723466,2.0213746883503074E-4,,,,,,,0,,,,
2E  3943,266.53012,-29.50708,9.722222222222222E-4,,confirmed,,,,NS,1997ApJ...486..355S,yes,1997ApJ...486..355S,,,,,,,,,,,,,,,,,,,0.0017,3.0E-6,1997ApJ...486..355S,,,,,,,,,,,,Type I burst;1997ApJ...486..355S;,2SXPS J174607.2-293025,,,,,,,,,,,3A 1742-294,266.518,-29.5188,0.0,,1A 1742-294,266.523,-29.515,0.004666666686534882,,,,,,,1WGA J1746.1-2930,266.5329,-29.5121,0.013888888888888888,,,,,,,,,,,,1A 1742-294,266.534,-29.52,0.026666667064030966,,2SXPS J174607.2-293025,266.53012,-29.50708,9.722222222222222E-4,,,,,,,,,,,,,,,,,0,,,,
CXOGBS J174614.3-321949,266.55980786990773,-32.33034930805233,8.332437939114042E-8,,confirmed,III ?,2021MNRAS.506.5619W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.0,-809.0,1261.0,,,,2172.0,,,Gaia DR3 4054077565573409280,,,,,,,,,,,,,,,,IGR J17464-3213,266.567,-32.233,0.0033333333830038708,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174614.2-321952,266.55938,-32.33117,7.500000132454766E-4,,4XMM J174614.2-321949,266.559263,-32.33052,3.3191555555555556E-4,,2CXO J174614.3-321949,266.5599507915417,-32.33034107659768,2.0328456234829198E-4,,2MASS J17461440-3219494,266.560027,-32.330395,1.6666666294137637E-5,,4054077565573409280,266.55980786990773,-32.33034930805233,8.332437939114042E-8,
NAME XTE J17464-3213,266.565,-32.2336,2.777777777777778E-6,,confirmed,,,,BH,2017ApJ...834...88M,,,11.2,1.96,2017ApJ...834...88M,,,,10.0,,2010MNRAS.401.1255J,,,,,,,,,,,,,,,,,,,8.5,0.8,2012ApJ...745L...7S,8500.0,,,NAME XTE J17464-3213,,,,,,,,,,,,,,,,IGR J17464-3213,266.567,-32.233,0.0033333333830038708,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174615.6-321400,266.56516,-32.23361,3.055555621782939E-4,,4XMM J174615.5-321400,266.564836,-32.233582,3.0011805555555553E-4,,2CXO J174615.5-321400,266.5649924916844,-32.23354143844234,1.973827910151009E-4,,,,,,,0,,,,
2E  3944,266.587771,-28.728692,3.3300555555555555E-5,,confirmed,,,,NS ?,2006A&A...456.1105D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174621.0-284343,,,,,,,,,,,,,,,,1E 1743.1-2843,266.587,-28.729,0.007499999801317851,,,,,,,,,,,,,,,,,,,,,,1E 1743.1-2843,266.573,-28.733,0.03166666626930237,,2SXPS J174621.0-284343,266.58774,-28.72887,1.6666667328940496E-4,,4XMM J174621.0-284343,266.587771,-28.728692,3.3300555555555555E-5,,2CXO J174621.1-284343,266.5882352091518,-28.728745657182774,1.9840861847826265E-4,,,,,,,0,,,,
1E 1742.5-2845,266.594707,-28.871694,3.1407777777777777E-5,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174622.7-285218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1746.4-2852,266.6074,-28.8682,0.019242,,,,,,,2SXPS J174622.7-285218,266.59492,-28.87175,2.777777777777778E-4,,4XMM J174622.7-285218,266.594707,-28.871694,3.1407777777777777E-5,,2CXO J174622.7-285218,266.5947299407803,-28.87170041501083,1.9751938377637646E-4,,,,,,,0,,,,
CXOGC J174554.3-285454,266.594707,-28.871694,3.1407777777777777E-5,,confirmed,,,,NS ?,2005A&A...430L...9P,,,,,,,,,,,,,,,,,,,,,172.0,,2005A&A...430L...9P,,,,,,,,,,,,Tentative spin period;2005A&A...430L...9P;,4XMM J174622.7-285218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1746.4-2852,266.6074,-28.8682,0.019242,,,,,,,2SXPS J174622.7-285218,266.59492,-28.87175,2.777777777777778E-4,,4XMM J174622.7-285218,266.594707,-28.871694,3.1407777777777777E-5,,2CXO J174622.7-285218,266.5947299407803,-28.87170041501083,1.9751938377637646E-4,,,,,,,0,,,,
[JBN2011] 1004,266.5979166666666,-31.09722222222222,1.6666666666666666E-4,,confirmed,,,,BH / WD ?,2014MNRAS.440..365T,,,,,,,,,2.3,-99.0,2019MNRAS.487.2296T,,,,,,,,,,,,,,,,,,,1.55,0.25,2019MNRAS.487.2296T,1550.0,,qLMXB or CV ?;2014MNRAS.440..365T;M star identified but it is not the donor;2019MNRAS.487.2296T;,Gaia DR3 4055891828419134848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174623.2-310549,266.596787,-31.097174,4.3765555555555556E-4,,,,,,,,,,,,0,,,,
1E 1742.9-2852,266.60999999999996,-28.864444444444445,2.777777777777778E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174626.4-285152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAX J1747.0-2853,266.719,-28.869,0.02833333412806193,,2SXPS J174626.4-285152,266.61008,-28.86471,0.001444444391462538,,,,,,,,,,,,,,,,,0,,,,
[JBN2011] 446,266.61291666666665,-25.83111111111111,1.6666666666666666E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qLMXB or CV ?;2014MNRAS.440..365T;,[JBN2011] 446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J174627.1-254952,266.6131975198783,-25.831221505392758,3.3762316608644647E-4,,,,,,,0,,,,
[KRL2007b] 275,266.7608333333333,-28.88277777777778,1.6666666666666666E-4,,confirmed,,,,NS?,2000ApJ...543L..73N,yes,2000ApJ...543L..73N,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.3,2004A&A...416..311W,7500.0,,Type I bursts;2000ApJ...543L..73N;,2MASS J17464926-2852140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAX J1747.0-2853,266.719,-28.869,0.02833333412806193,,2SXPS J174649.6-285229,266.70681,-28.87475,0.0015833332803514269,,4XMM J174649.3-285213,266.705488,-28.870516,2.4701E-4,,2CXO J174652.2-285200,266.71782822002183,-28.86684302923723,2.776237699235844E-4,,,,,,,0,,,,
AX J1748.0-2829,266.8160784018687,-28.40462464997552,1.948432955476973E-7,,confirmed,,,,BH,1998IAUC.6964....2F,,,,,,,,,,,,,,,,,,,,,,,,,,,4706.0,-2419.0,4664.0,,,,4706.0,,,Gaia DR3 4057530341266049792,,,,,,,,,,,,,,,,IGR J17475-2822,266.829,-28.4,0.013333333532015483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174715.8-282416,266.81622,-28.404487,1.6558833333333333E-4,,2CXO J174715.8-282416,266.81611319367585,-28.404613274848405,2.107475864184481E-4,,2MASS J17471588-2824171,266.816189,-28.404774,2.2222221725516848E-5,,4057530341266049792,266.8160784018687,-28.40462464997552,1.948432955476973E-7,
MXB 1743-28,266.8160784018687,-28.40462464997552,1.948432955476973E-7,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4706.0,-2419.0,4664.0,,,,4706.0,,,Gaia DR3 4057530341266049792,,,,,,,,,,,,,,,,IGR J17475-2822,266.829,-28.4,0.013333333532015483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174715.8-282416,266.81622,-28.404487,1.6558833333333333E-4,,2CXO J174715.8-282416,266.81611319367585,-28.404613274848405,2.107475864184481E-4,,2MASS J17471588-2824171,266.816189,-28.404774,2.2222221725516848E-5,,4057530341266049792,266.8160784018687,-28.40462464997552,1.948432955476973E-7,
2XMM J174716.1-281047,266.81734,-28.179844,7.024583333333334E-5,,confirmed,,,,NS,2006ATel..970....1B,yes,2006ATel..970....1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,2007ATel.1207....1D,8000.0,,Type I burst;2006ATel..970....1B;,4XMM J174716.1-281047,,,,,,,,,,,,,,,,IGR J17464-2811,266.817,-28.18,0.01899999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174716.2-281048,266.81775,-28.18025,3.333333465788099E-4,,4XMM J174716.1-281047,266.81734,-28.179844,7.024583333333334E-5,,2CXO J174716.1-281048,266.8173329296626,-28.180016519926443,2.002061875293144E-4,,,,,,,0,,,,
[KRL2007b] 277,266.825,-27.343888888888888,1.6666666666666666E-4,,confirmed,,,,NS,2008ATel.1651....1A,yes,2008ApJS..179..360G,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.8,2011MNRAS.410..179C,5500.0,,Type I burst;2008ApJS..179..360G;,2CXO J174718.0-272038,,,,,,,,,,,,,,,,IGR J17473-2721,266.825,-27.344,0.004666666686534882,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174718.4-272044,266.82688,-27.34581,4.999999867545234E-4,,,,,,,2CXO J174718.0-272038,266.8251564019131,-27.344152093589138,2.0671057137494167E-4,,,,,,,0,,,,
1RXS J174725.6-300241,266.858494,-30.045036,9.515055555555556E-5,,confirmed,,,,NS,2005AdSpR..35.1137M,yes,2005AdSpR..35.1137M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;2005AdSpR..35.1137M;,4XMM J174726.0-300242,,,,,,,,,,,,,,,,SLX 1744-299,266.858,-30.021,0.005666666726271311,,,,,,,1WGA J1747.4-3002,266.8592,-30.0413,0.003611111111111111,,1RXS  J174725.6-300241,266.85669,-30.04472,0.0030555555555555557,,,,,,,SLX 1744-299,266.879,-30.029,0.026666667064030966,,2SXPS J174726.3-300242,266.85972,-30.04524,9.722222222222222E-4,,4XMM J174726.0-300242,266.858494,-30.045036,9.515055555555556E-5,,2CXO J174726.0-300241,266.85842043876687,-30.044967897282664,1.975341449038919E-4,,,,,,,0,,,,
AX J1747.4-3000,266.858494,-30.045036,9.515055555555556E-5,,confirmed,,,,NS,1990MNRAS.243...72S,yes,1990MNRAS.243...72S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray burster;1990MNRAS.243...72S; 1997AIPC..410..719B,4XMM J174726.0-300242,,,,,,,,,,,,,,,,SLX 1744-299,266.858,-30.021,0.005666666726271311,,,,,,,1WGA J1747.4-3002,266.8592,-30.0413,0.003611111111111111,,1RXS  J174725.6-300241,266.85669,-30.04472,0.0030555555555555557,,,,,,,SLX 1744-299,266.879,-30.029,0.026666667064030966,,2SXPS J174726.3-300242,266.85972,-30.04524,9.722222222222222E-4,,4XMM J174726.0-300242,266.858494,-30.045036,9.515055555555556E-5,,2CXO J174726.0-300241,266.85842043876687,-30.044967897282664,1.975341449038919E-4,,,,,,,0,,,,
X Sgr X-1,266.987468769929,-26.5586952001141,1.3455441428555383E-7,,confirmed,G0--M5V-III,2014ApJ...793..128V,,NS?,1983ApJ...267..310M,yes,1983ApJ...267..310M,,,,,,,11.0,7.0,2014ApJ...793..128V,,,,,,,,,,,,,,,,,,,10.2,0.18,2023MNRAS.521..433T,10200.0,,Type I burst;1983ApJ...267..310M;Period rough estimation;2014ApJ...793..128V;inconclusive spectral type;,Gaia DR3 4066836603389001600,1H1744-265,266.9897,-26.5665,0.0,,,,,,,3A 1744-265,266.9797,-26.5666,0.0,,GX 3+1,266.983,-26.564,0.004166666666666667,,,,,,,1WGA J1747.9-2633,266.9837,-26.5611,0.003611111111111111,,,,,,,,,,,,GX 3+1,266.969,-26.572,0.026666667064030966,,2SXPS J174756.9-263329,266.98741,-26.55816,0.0013333333863152397,,,,,,,,,,,,2MASS J17475699-2633312,266.987474,-26.558691,1.6666666294137637E-5,,4066836603389001600,266.987468769929,-26.5586952001141,1.3455441428555383E-7,
